,text,sentiment
1901,I swear to fuck I would rather cut and splice physical fucking tape than dick around with one more @Apple product with shit design.,-1
1902,I love @apple bc I can record in my home. But can they pull some serious fuckshit. This thing is designed to get lost http://t.co/ULeXs7PVCv,1
1906,"Apple may be working on virtual reality, but it's destroyed the evidence
http://t.co/teM7uDz5if @Apple @ceva @HTC @Google Talk to me! #scuba",-1
1907,Your telling me there's no Santa Claus emoji? @Apple,-1
1908,Playing with @apple #healthkit. Somebody needs to show them how to make proper axis labels. #infographic #design http://t.co/HjWIYe6MZB,-1
1909,"Between 07 &amp; 09, @Apple deleted #music off of some customers' iPods without telling them http://t.co/PgXi2dr4Wg http://t.co/yBK9Ix23qb",-1
1910,Apple @apple #thinkdifferent http://t.co/4jk0YetUaR,0
1912,"Apple Inc. (#AAPL), Anti-Trust Laws, Class-Action Lawsuit And Viable #Plaintiffs http://t.co/ipjzO3wy0A #technology",-1
1913,#sunrise #northamptonshire #northampton wow what a sunrise this morning #iPhone6 #apple @apple #sun http://t.co/9NiAoTLAVy,1
1916,@tech_faq @peterjmsimons in the end it is  @Apple laughing all the way to the bank.,0
1917,@Apple Watch SDK and #Monetizaton: Why You Should Download #WatchKit As Soon As Possible http://t.co/5MBQvLU5Ba,0
1918,This is why I would never want to own an @apple device. But sadly people seem to be okay with that. http://t.co/EK4vESbigs,-1
1919,"#realworld #etnui #magicleap #spin @Google @HTC @Apple @Samsung @magicleap this is a collection of dreams, thoughts, and discussions I share",0
1920,"Gotta love the autocorrect in IPhone. Nothing makes a person more illiterate than that. Fuck me,quit guessing and not let us correct. @Apple",-1
1922,#iscuba 360 degree camera rig cloud mobile gamed to surface #imask @Google @padi @Apple @Samsung @HTC #underwaterwearables #cardboard #pivot,0
1923,1 in 10 US iPhone 6 owners have now used @Apple Pay - report  http://t.co/JkiQUH9i86,0
1924,@THE_HIIT_COACH We'll use it. But we know that feeling only too well of waiting for your app to be approved by @Apple #LikeWatchingPaintDry,0
1926,'Apples legendarische garage is een mythe' http://t.co/anla8ctpG3 via @apple @marketing,0
1928,"@OneRepublic @Apple that looks amazing, don't think anyone can say they recorded music on a plane haha",1
1929,@dimu4ever @timcook @apple lool. See dis man eee :D,0
1930,@dimu4ever @timcook @apple help for wetin? Lol,0
1931,@OneRepublic @Apple does pilot fly with us? ;-),0
1932,.@Google is officially beating @Apple in the TV streaming market with graph from @qz http://t.co/9uXOfImVOc,0
1933,"'@OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/Pqy2nOBaE9'",-1
1934,"RT @BigBlindz: BlackBerry wants your iPhone, and will pay for it.
http://t.co/ydpQJKKfvM
 #bbry $bbry #blackberry #iPhone $aapl #aapl",0
1935,'After School' app gets pulled by @apple ... I say good!  Cyber bullying is awful http://t.co/RQPMQ08hXp,1
1937,@weightsmate @Apple total nightmare!!!! and they take a big slice of the cake !,-1
1938,Why is my phone on 26 if I charged it all night hmmmmm? @apple @stevejobs @god,-1
1939,@steviebuckley It's doing strange things to @dropbox files as well - create a new folder and it disappears etc.  @apple #yosemite #bugs,-1
1941,"#AAPL:Watch List: AT&amp;T (NYSE:T), Apple (NASDAQ:AAPL), Pandora Media Inc (NYS...http://t.co/dg5bxrxGda",0
1942,It's done well but my '04 @apple 40gb #ipod photo has possible come to an end after 10yrs. Battery won't charge! :( http://t.co/e9oGDNlcmw,-1
1944,RT @hf: @imcatnoone @Apple or you can't even sync folders,-1
1945,Steve Wozniak tries to gut the legacy of the late Steve Jobs. #uncool @apple http://t.co/ccPbgibI7B via @BloombergTV,-1
1946,"#AAPL:Apple, Samsung Argue in Appeals Court...http://t.co/XMd1e3LTex",0
1947,That's what happened to my music! @Apple deleted music from customers' iPods http://t.co/zvJoangfIK,-1
1948,"OK, I finally decided to buy this BIG 'iPad' to phone... #iPhone6 grey by @apple. Normally more excited. http://t.co/gAWgKDJUuf #smartphone",1
1950,"Apple, Xiaomi smartphones found violating privacy laws in Taiwan $AAPL #aapl
http://t.co/OJkO81vhUz",0
1951,"i for India: Apple plans big push with 500 stores $AAPL #aapl
http://t.co/qBIC2jGJog",1
1952,@dougluberts @drakecraytel @Apple it is a universal problem with 128gb models. Some people think there will be a total recall.,-1
1954,@Apple to host free workshops to take the mystery out of coding - CNET  #technology #coding  http://t.co/VisJpcqMYp,1
1955,Apple TV fades away in streaming video player market - @Apple #vod #streaming http://t.co/5jYgtiCWlc,-1
1957,#Apple questions whether iPod class action suit can proceed as case may lack genuine ... - http://t.co/cy8GUn7DFH #AAPL #EddyCue,0
1958,The dirty secret in the shadow of Silicon Valley  http://t.co/yS41C4Y1SO @google @yahoo @apple nice 2 know ur doing good with ur billions!,-1
1959,"iPhon6 rivals by Samsung, LG,HTC suffering delays in Qualcomm's 64-bit Snapdragon answer to Apple's A8  $AAPL #aapl
http://t.co/VB6Rl78rso",0
1960,If @apple only knew the amount of people rolling back to Mavericks. If they only knew. But they do. Don't they? Aham.,0
1962,Apple Tentatively Approves Plans to Expand Reseller Network in India with 500 New Stores [Mac Blog] http://t.co/ttTFQVOiIr #AAPL,0
1964,"Finally! @Apple Gives #India the Attention it Deserves, Plans to Set Up More Than 500 Stores http://t.co/imomyJOdFF via @igyaan",1
1965,Any other #iPhone6 users have a random #vertical #line showing up on their screen since #upgrading to #ios811? @apple,-1
1966,"Apple's iPhone 6 International Prices Are Higher Than The US $AAPL #aapl
http://t.co/6BW1hfeD0r",0
1968,I JUST HELD MY PHONE CLOSE TO MY CHEEK AND IT GAVE ME A SHOCK OHHSHIT @APPLE HELP,-1
1969,https://t.co/4RZOXmdypG fully explains our airplay trouble @inbot. @Apple: fix your shit.,-1
1970,"Apple Tentatively Approves Plans to Expand Reseller Network in India with 500 New Stores $AAPL #aapl
http://t.co/fn6bENxhMi",0
1972,"On Thursday, December 11th, learn an #HourOfCode from any @Apple Store in the WORLD! Reserve a spot today! http://t.co/Oxkvj4dx66 @codeorg",0
1973,"Suit Against Apple Over iPods May Lack One Thing: A Plaintiff $AAPL #aapl
http://t.co/BPCTfDu5nw",0
1974,@Noctylux @finalcutproes @macnificos @Apple refurWHAT??,0
1975,"AAPL passes $700 billion in Market Cap and setting a new record, details here:
http://t.co/UCXw8zSRpZ #AAPL #Apple #Stocks #Record #News",0
1976,Update: #Apple's #HealthKit Seeing Early Adoptions #AAPL http://t.co/dtJI2hNtoq,0
1977,"Apple Inc. And Samsung Group Continue Fight As Sub-$1 Billion Award Looms $AAPL #aapl
http://t.co/nYuJXDSwyG",0
1978,"#Apple planning to support 500 #Apple resellers in #India, focusing on iOS ... - http://t.co/bDvY1JqDla #AAPL http://t.co/EQ6mNvaq2H",0
1979,"After Years Of Losses Apple Is Finally Clawing Back Some Market Share Against Android $AAPL #aapl
http://t.co/lBVcbSzfaQ",1
1980,US Stock Futures Up; All Eyes On Jobs Data http://t.co/6GdZ2zx6Yf #AAPL #AJG #BankofAmerica #BIG #ERIC #PreMarket #Markets,0
1981,#AAPL:Apple deleted songs from customers' iPods...http://t.co/ieyvCmYgaV,-1
1983,"Apple partners in India to reportedly expand operations with 500 stores $AAPL #aapl
http://t.co/g7RgPpwUen",0
1987,"When a company is playing catch-up, it lost its innovation momentum. Sorry @apple http://t.co/jSDeyIpnek via @tomshardware",-1
1989,"Apple's $1bn anti-competition trial might collapse $AAPL #aapl
http://t.co/okgLdIN1ny",0
1991,Forbes: 'Whoops! No Plaintiff! As Apple Tells Court iPod Owner Isn't In Class She Represents' #AAPL http://t.co/UXcdAWqhqa,0
1992,Only had the iPhone 2 years. Still can't decipher how to use calendar @apple #isitme #who gets paid how much?,-1
1993,There are 13 things that the #iPhone 6 can do that maybe you don't know http://t.co/P1CDOrgdhW @businessinsider #tricks #brands @Apple,0
1994,Photographing the White House Christmas Decorations With an iPhone 6 by @BrooksKraftFoto  @apple http://t.co/lPDqbJqnV5,0
1995,"TheStreet:  #Google Has Major Headaches Going into 2015 Because of #Apple, #Facebook. #aapl #fb #goog http://t.co/bOsxXCsrWj",0
1996,Hey @artsboston #UrbanNutcracker Russell Ferguson @RussellFerg &amp; #krumpers are @Apple Store in Boylston St.  @5.30pm today. Dancing &amp; chat,0
1997,Is #Apple Hedging its Bets with Another Small #iPhone? #aapl http://t.co/AXn3FjyczT,0
1998,Apple Inc. Defendants Take the Stand in Anti-trust Lawsuit http://t.co/WNd8mDLiDr #AAPL #AntiTrust,0
1999,"RT @tomlindberg99 'Congrats to @Apple, Mary Sotos @WorldResources for Green Power Leadership Awards @GreeneMarktplc '
http://t.co/qjX66tc2sV",1
2000,Pop up #BostonHoliday - #UrbanNutcracker's @RussellFerg &amp; #krumpers are @Apple Store in Boylston St. @5:30pm today. Dancing &amp; chat',0
2001,"New 4-inch iPhone 6 Reported. 5 Reasons Apple Must Make It  $AAPL #aapl
http://t.co/jmpX51PCgL",0
2002,@Apple GBP200 repair an #iPhone5 that died 4 mths out of warranty. The new phone comes with only 90 days warranty. Why?!?! #unhappycustomer,-1
2003,Foreign Currency Exchange May Be A Headwind For #Apple #AAPL http://t.co/HH6LjnOq0x,0
2004,Mark #Zuckerberg Slams Tim #Cook: You Don't Care About Your Customers #fb #aapl http://t.co/HWDmpRoIgT http://t.co/58j6KPMIlI,-1
2005,@AppleOfficialll @apple I can't say enough about how awesome Apple has been. They've already processed a reorder for the phone that UPS lost,1
2006,"@SamsungMobileUS #Samsung #appeals $930m fine in @Apple [#Apple] #iPhone copying case. (#Friday, 5 #December) http://t.co/cIC9VRqWUJ",0
2008,Is Apple Inc. Losing the $5 Billion Ed-Tech Market? http://t.co/uc6KDLEFLM #AAPL,0
2009,Any one know how to retrieve deleted texts from iPhone.  #Apple @apple #textmessage,0
2010,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/liaSWssxRd",0
2011,#AAPL:Apple Is Building A $161 Million Theatre...http://t.co/iY5XtGtlGp,0
2012,Mark #Zuckerberg Slams Tim #Cook: You're Not In Alignment With Your Customers #fb #aapl http://t.co/HWDmpRoIgT http://t.co/YUIelx9q2J,-1
2013,Apple Begins Hiring for First Belgian Retail Store in Brussels [Mac Blog] http://t.co/pHYBAifp4x #AAPL,0
2014,Apple Launches Ten Holiday-Themed iTunes Radio Stations [iOS Blog] http://t.co/fF0JIspy7s #AAPL,0
2015,@Apple 'deleted #iPod #music from rival services' http://t.co/a9VO9E0g5F,-1
2016,"Apple Throws Last-Minute Curve Ball In Lawsuit $AAPL #aapl
http://t.co/ik7fTfkjNF",0
2017,3 Reasons #Apple Is a Potential Warren Buffett Stock and 1 Reason It Isn't | The Motley Fool #aapl http://t.co/BnSCg3I2yo,0
2018,Is #Apple Inc. Losing the $5 Billion Ed-Tech Market? | The Motley Fool #aapl http://t.co/bIz7kKXY2t,0
2019,"APPLE Intraday Comments - Updated RANGE - PREMIUM USERS  #aapl #Stockaction #trading #Stocks #MKt
http://t.co/G0TeDLCB9z",0
2020,Attn @Apple :  Buy these guys &amp; make #AppleTV what it should be. 'Fan TV' Heads for the exit   http://t.co/mCPfhvKilJ via @pkafka,0
2021,@apple Excellent customer service thanks Ian #applestorecoventgarden,1
2023,"@Apple, why I cannot alt+tab back to full screen app!? GRRRR! #usability",-1
2024,@Apple to Host Free #Coding Workshops in Stores http://t.co/jqAciR5UrY,0
2025,#Apple begins hiring retail positions in Brussels ahead of first #Belgium ... - http://t.co/Rc1mvDT3Dv #AAPL http://t.co/GjjDMt4c2B,0
2026,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/fmEc0yZmFE",0
2028,"@apple awards @RegisCollege_MA with Distinguished School honor.  http://t.co/Ios9RVIt8P
#iPads",0
2029,@apple why the fuck when I leave my charger at home do I gotta start sending my goodbye texts at 10:09am?,-1
2030,"Hey @apple while your reading list on safari across device rocks, can you please let list items to be deleted (x) in iPhone",0
2031,How Apple Became One of the Greenest Companies in America http://t.co/eM2TLoctXd @apple @Newsweek #energy #efficiency,1
2032,@HANNAHRAD Why doesn't @apple give out free apples as snacks?,0
2033,Foreign Currency Exchange May Be A Headwind For Apple (AAPL) http://t.co/mNNF9H55Wd #AAPL,0
2034,"@KymLang and Q's, #AAPL",0
2035,"Is Apple Inc. Losing the $5 Billion Ed-Tech Market? $AAPL #aapl
http://t.co/lOLDOTy7jt",0
2037,@Facebook founder attacks @Apple boss over 'ridiculous' comments http://t.co/pverWexJv8,-1
2039,"Dear @Apple, I place all my browser eggs in the #Safari basket. Guess what? Safari is broken, please fix the release you pulled. #FAIL",-1
2040,"JMP Securities Thinks Apple, Inc. Is Going to $150: Time to Sell? http://t.co/eFtBViu35Y #AAPL",0
2041,"Foxconn Robots Proving Unsuitable for iPhone Assembly, Updated Versions in the Works http://t.co/jSmVSN6v8r #AAPL",-1
2042,Anti-Discrimination Bill To Be Named After @Apple CEO @TimCook http://t.co/qEZlIPc8Z2 via @theinquisitr @LGBT #LGBT #Gayrights #Alabama,0
2043,"Apple: $115 fits to 8.4% increase in earnings. Use 2014Q3 EPS=$1.42 in  #free IOS App Donkey Stocks. #AAPL
https://t.co/8CBUgrEHZS",0
2044,"The king of the phablets! Apple's iPhone 6 plus is bestseller for past three months - $AAPL #aapl
http://t.co/VNp8xeBow6",1
2045,What is the point of making an apt at @apple Genius Bar when you sit and wait for 40 min and counting?!,-1
2046,New 4-inch #iPhone6 Reported: 5 Reasons @apple Must Make it http://t.co/WdiezLNdCM #choice #device #smartphone #budget,0
2047,Will @apple be growing its services areas?  @barclayswealth thinks it...,0
2049,"JMP Securities Thinks #Apple, Inc. Is Going to $150: Time to Sell? | The Motley Fool #aapl http://t.co/LpjS6iyh0I",0
2050,How to save a ton of money when you buy your next #iPhone via @BGR #aapl http://t.co/x35kXHBv0E,0
2051,$AAPL $BIDU $NTES and more are on our stocks to buy list #AAPL #BIDU #NTES http://t.co/cqEje2PffW,0
2052,Resisting a Bite of the #Holiday @Apple - http://t.co/NZDodzQ5WE http://t.co/7AKxZYBr7l,0
2053,RT @ajhontucan: Your telling me there's no Santa Claus emoji? @Apple,-1
2054,"Apple: $115 fits to 8.4% increase in earnings. Use 2014Q3 EPS=$1.42 in  #free IOS App Donkey Stocks. #AAPL
https://t.co/pyU6cuTYrX",0
2055,@Apple are you doing 12 Days of Gifts again?,0
2056,#Apple: Market Maker Price Range Forecast Update #AAPL http://t.co/lb0gspNI9j,0
2057,@THE_HIIT_COACH @weightsmate @Apple it's similar to an existing app (called cardio guru interestingly). Maybe Apple have noticed this?,0
2058,@CharlesJMeyer @Apple @Appy_Geek Hasn't Apple been doing this for decades? This is why I don't support Apple. #apple #deletegame,-1
2059,"Crystal Baller: Rebirth of the 4-inch iPhone and other insane Apple rumors $AAPL #aapl
http://t.co/yvpAZQUmNt",0
2060,#AAPL:New 4-inch iPhone 6 Reported. 5 Reasons Apple Must Make It...http://t.co/qNtQdIYTXK,0
2061,"RT @JPDesloges: Crystal Baller: Rebirth of the 4-inch iPhone and other insane Apple rumors $AAPL #aapl
http://t.co/yvpAZQUmNt",0
2062,"Watching #Orion #eft1 reenter at 20,000mph on my @apple #iPhone as I am driving 80mph through the middle of no &amp; where Texas. #howcoolisthat",1
2063,Interesting job wth @Apple in crowdsourcing! (tip via @cageyjames on LI) Maps Community Client Software Engineer http://t.co/EUMr959uMl,0
2064,@Swansonbirds @Apple @Appy_Geek it's definitely a bit frustrating as a consumer. I'm a big @apple supporter,-1
2065,@Swansonbirds @Apple @Appy_Geek Just saw this one on @YahooNews http://t.co/lkVkJ2Kkrp,0
2066,#AAPL:Outside the Box: How things changed this week: good jobs and bad Jobs...http://t.co/zS3k9SorkL,0
2067,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/DcAToedfMd",0
2068,Help @Apple. Store rep told me that iTunes backup saves multiple backups. But I backed up phone now and old backup is gone. What to do?,0
2069,@HRHound @MandoGallegos Nice! If the actor had on an iWatch he'd have the entire suite of @Apple products. #sponsorDeal,0
2070,Why I Hate #Apple. #aapl  http://t.co/inkCjYw0Lq,-1
2071,My @apple power cord caught on fire!   Yet another non-travelling power cord I have less than a year.  #AppleCordFire http://t.co/exC3Wz8CiD,-1
2072,What I find alarming about @Apple power cords is how quickly they fray.  I don't always notice when I don't travel with them. #AppleCordFire,-1
2073,"And if I leave my Mac plugged in when I leave the house, do I need to check the @Apple power cord every time?  #AppleCordFire",-1
2074,And how about kids?  Do parents need to monitor the @Apple power cords daily to make sure they are still safe?  #AppleCordFire,-1
2075,"I was out to dinner last night and left my computer to charge.  Had the fire happened then, I'd have no house.  @Apple #AppleCordFire",-1
2076,How hip is @TWDanceCenter @Apple Store in Boylston St. Today @ 6.30pm. Enjoy some #krumping meet #UrbanNutcracker director &amp; @RussellFerg,0
2077,"UBS Says Consensus on December Quarter Apple  iPhone Units Could be 10% Low $AAPL #aapl
http://t.co/wao7GqQ411",0
2078,. @stevewoz: passion for engineering/design at the heart of what he did for @apple. http://t.co/dL7l2Us27T via @BloombergTV,0
2079,In the market to create more videos with my students @Apple #Macbook http://t.co/bAn4z2BPRQ via @donorschoose,0
2080,BloombergTV:  Steve #Wozniak on What Really Happened in #Jobs' Garage http://t.co/M5Pl6xLjuV via @BloombergTV #Apple #aapl,0
2081,@Apple @DonorsChoose @BestBuy Help me reach my goal.,0
2082,@APSVirginia special education staff working hard on behalf of our students with disabilities @Apple ed1426 http://t.co/1HhSr2Vyoh,1
2083,"Dear @Apple all I want for Xmas is for iOS 8 to stop crashing my iPad.  Signed, Cindy Lou Who of Whoville #apple",-1
2084,"@Apple was fighting a 'never ending battle' against hackers of #iTunes, says chief Eddy Cue in #antitrust trial http://t.co/OlmqSV8R0H",0
2086,TD Bank Aiming to Launch Apple Pay Support in Mid-December [iOS Blog] http://t.co/J28qRk4sNf #AAPL,0
2087,Hey @Apple how can I take U2's album off my phone?,-1
2088,"Barclays raises Apple price target by 17% to $140, more here: http://t.co/tAH62mAbox     #AAPL #Barclays #Stocks",0
2089,"JMP raises Apple price target from $130 to $150, reasons why here: http://t.co/XOTExD9Y4o  #JMP #AAPL #Stocks #WallStreet",0
2090,"Apple to Support a New Franchise of 500 iOS Stores in India $AAPL #aapl
http://t.co/390LCAqyfT",0
2091,"RT @JPDesloges: Apple to Support a New Franchise of 500 iOS Stores in India $AAPL #aapl
http://t.co/390LCAqyfT",0
2092,Hey @panerabread how about you teach your people how to use @apple pay?,0
2093,Apple Inc. Deleted Songs From Rival Services From iPods http://t.co/dQwDFpcc4x #AAPL,-1
2095,So cool! @Apple stores will host free 'Hour of Code' workshops on Dec. 11 to promote computer science: http://t.co/HrOHssVtK1 #tech,1
2096,"Why Apple Needs China to Love the Apple Watch  $AAPL #aapl
http://t.co/Jxo4stP9b7",0
2097,"42% believe #iPhone6 won't be available this Christmas, survey says http://t.co/ARjdahF9bm via @CNET #aapl",0
2098,9 awesome paid #iPhone apps that are free for a limited time (save over $100!) https://t.co/dUYoNxO2dA via @BGR #aapl,1
2099,@mattnwells I just wish I could post my #fav #coolclimate #Merlots on @delectable using my @apple flip phone,0
2100,#AAPL:31 Traits All Great Leaders Share...http://t.co/Ym4CLblrcF,0
2101,@apple the fact these itunes updates makes it anal to reset play counts sometimes yall do the mosttttt,-1
2102,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/Ms60cRXiHj",0
2104,.@Apple CEO's name to grace Alabama antidiscrimination bill |@SDGLN @KenSanDiego @Benny_C @jimwinsor @mistercervantes http://t.co/bVYl4mHyNC,0
2105,@fundulz @Apple yeah I mean @IE is super great,0
2106,.@Apple CEO's name to grace Alabama antidiscrimination bill |@SDGLN @KenSanDiego @Benny_C @jimwinsor @mistercervantes http://t.co/UdeeIZanLA,0
2107,RT @spencerescott: Have Apple's iPad Sales Peaked? #AAPL http://t.co/zDUTviV8ys,0
2108,"RT @spencerescott: #AAPL Market Cap Passes $700 Billion, Tablet Sales Slump and More  http://t.co/gWDMiYag9o",0
2109,"For this problem, we can blame anybody we like: @sun, @java, @oracle, @apple, @startcom! Who else joins the roster?",0
2110,RT @spencerescott: Apple Flash Crash: What You Need to Know #AAPL http://t.co/2PBThSFeEE,0
2111,"RT @JPDesloges: APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/Ms60cRXiHj",0
2112,"@Apple [#Apple]'s #IPhone6Plus captures Christmas at the #White House. (#Friday, 5 #December) http://t.co/4EXisKMcMV",0
2113,hey @apple could you add an option in mail to 'unsubscribe' next to the delete/archive option after swiping an email?,0
2114,Why is it so hard to reach / buy Suicide Squad comics at apple store in Turkey? @apple @DCComics @AppleTurkey,-1
2116,@apple how/why did my iCal undo 6 months of entries related to recurring date entries? they all re-set to 'pay CC'. i had changed to $amnt..,-1
2117,Way to go @apple http://t.co/Mcgsyxs9Eq,1
2118,Just watched my dad struggle to answer a call because his #iPhone wouldn't let him answer. Great job on #iOS @Apple!!! Not...,-1
2119,@apple iCal AGAIN!!! it reset all my recurring in spite of months of individualizing each one per current date. #fail #icloud #sucking,-1
2120,Thinking of leaving the @Apple environment completely. Thoughts?,0
2121,Aye @apple why don't you guys make the apple headphones in different colors?,0
2122,GVA lounge: in sight 6 Macs and 3 PCs + undetermined number of iPxs! #AAPL,0
2123,RT @RHDrum: Aye @apple why don't you guys make the apple headphones in different colors?,0
2124,Love the @Apple is supporting #HourOfCode with workshops! :) http://t.co/WP8D0FNjNu,1
2125,"#iPhone6c release date, #rumours and #leaked images: @Apple [#Apple] said to #be working .... (#Friday, 5 #Decem... http://t.co/76QIXLKyS3",0
2126,RT @shannonmmiller: Love the @Apple is supporting #HourOfCode with workshops! :) http://t.co/WP8D0FNjNu,1
2133,GoPro Inc Has Potential To Become Apple Inc. Of Drone Market http://t.co/HNkZs5kAwx #AAPL,0
2135,Wanted the @apple iPhone 6 but that lighting charger made me go to an @windows @nokia 1020.,-1
2137,"Steve Hayman, @Apple National Consulting Engineer, presents on app development at #umich. http://t.co/51yinIrNoc",0
2138,Will #Apple Pay Consumers $1 Billion For Deleting Their Music?: Apple Inc. (NASDAQ: #AAPL) is currently embroi... http://t.co/NEJKr316Eb,0
2139,"Early Movers: BIG, DLTR, THI, #AAPL, FIVE &amp; more: These are the stocks posting the largest moves before the bell. http://t.co/GBlMWzOcQO",0
2141,@allandthompson @Apple Let me just go ahead and get this one out of the way: 'U gonna get a VIRUS &amp; ur whole house will explode!',-1
2143,"Zuckerberg attacks: If Apple really cared about customers, iPhones would cost less $AAPL #aapl
http://t.co/xG4cpjwXKH",-1
2146,You'll Be Able To Learn How To Code For Free Next Week At Your Nearest @Apple Store!  http://t.co/8xHh2SLC4X,0
2147,You'll Be Able To Learn How To Code For Free Next Week At Your Nearest @Apple Store!  http://t.co/fUeCICPn2z,0
2149,RT @RaviMikkelsen: @HRHound @MandoGallegos Nice! If the actor had on an iWatch he'd have the entire suite of @Apple products. #sponsorDeal,0
2150,"Apple Adds New Flyover Locations to Maps, Siri Movie Showtimes in More Countries [iOS Blog] http://t.co/758TjE7alk #AAPL",0
2151,Helping you &amp; your loved ones on the street with our free @Apple app #Winnipeg #Acura http://t.co/ieR7gZcLRo,0
2153,"#AAPL $BABA &amp; $TWTR are having their 9 &amp; 1/2 % day https://t.co/ssk6R6hzba
.. they fooling around -- NOT on their magic carpet. next week/s",0
2154,"Plaintiff withdrawn in iPod antitrust lawsuit $AAPL #aapl
http://t.co/ncmRj5QUqL",0
2156,"RT @JPDesloges: Plaintiff withdrawn in iPod antitrust lawsuit $AAPL #aapl
http://t.co/ncmRj5QUqL",0
2157,"My keyboard only ever freezes up when I'm trying to talk to Ian, @apple why do u hate the sophian",-1
2158,"Apple entering era of security fear-mongering... from security vendors $AAPL #aapl
http://t.co/X8VJxj0hD3",0
2159,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/Z2BQWXee44",0
2160,"2nd day with my new iPhone, WTF @Apple ?!
In switching to @SamsungMobileUS http://t.co/Vz95pDWzEe",-1
2161,Learn How To Code For Free On 12/11 At Your Nearest .@Apple Store &lt; Excellent! #tech #latism http://t.co/Ca3h33hQpR,0
2163,"#AAPL:UBS Increases Apple's iPhone 6 Sales, Revenue And EPS...http://t.co/9yxtPhyN1s",0
2164,#iPhone5s is the best mobile that I have had. That's easy It is only that works and It is wonderfull! Thanks @apple @tim_cook,1
2165,Wut? @apple can I have my money back? kthx http://t.co/zVp7MUZDAM,-1
2166,took me an hour (half of it was decided in a bubble bath) that I cannot download iOS 8. I hate you @apple @EE,-1
2167,"What is HomeKit? Soon you'll control your home with your iPhone $AAPL #aapl
http://t.co/16qbQo1PRK",0
2168,"RT @JPDesloges: What is HomeKit? Soon you'll control your home with your iPhone $AAPL #aapl
http://t.co/16qbQo1PRK",0
2169,@calemcmartin blame @apple,-1
2170,"Dude, @apple is all over the marketing for beats. They have a great marketing team at apple.",1
2171,Watch out @Apple.  http://t.co/B3Uq7YeDlx,0
2172,why don't we have harry potter emojis please work on this @Apple,-1
2179,TWDanceCenter #UrbanNutcracker @Apple Store in Boylston St. @ 6.30pm. Enjoy some #krumping . Meet the director &amp; @RussellFerg,0
2184,@apple had a dream last night where I downgraded my #iPhone to a 4S and spent the rest of the dream trying to figure out what to do. #shame,-1
2186,"Apple Stock: Is Push Into India Too Little Too Late? $AAPL #aapl
http://t.co/M9kOVlEikb",0
2188,Apple Inc. (AAPL) Focuses On Larger Indian Market Share http://t.co/o9RU1Lv1V8 #AAPL,0
2189,I really want @apple to drop the word BOOK from products so employees will start treating machines with more care. aka stop dropping them.,0
2190,"APPLE - Fibonacci Technicals Levels - LAST  Intraday  Update - $AAPL #aapl 
http://t.co/OeYEqn72er",0
2191,#WearableDevices To #Consumers : You're Putting Me On - http://t.co/2eSSgN5Wsv #IBDNews via @IBDinvestors  #aapl #nke #grmn #amba #invn,0
2193,@apple IOS8 is still shit,-1
2194,"@marxculture @AppleUK_  Thanks, I'll keep it in mind. Tho, I've lately been so unhappy with everything @apple that I'm moving away from them",-1
2195,#Apple: Facing A Challenge From Google's Android - Apple Inc. #AAPL | Seeking Alpha http://t.co/Fd4E1Pv5G4,0
2196,@daulfn @AppleUK_ @Apple I have a Windows lappy which works well and was half the price of the alternative,-1
2198,"Apple:Dec 5 Trading Daily Profit $1.57/sh,  Weekly Profits of $18.36/sh  #aapl #Stockaction #trading #Stocks #MKt  
http://t.co/76R4rmUUNo",0
2199,@Apple: Apple ID should ALWAYS b able to b set up w/out cred card/PayPal/gift card attach to it. You'll still get your $ if they buy. #fail,-1
2200,@marxculture @AppleUK_ @Apple Yeh was thinking of doing exactly that. Just wanna install decent unix on ok hardware &amp; live happily everafter,0
2201,Security firm @Kaspersky have issued their (not very cheery) 2015 predictions - and say @Apple Pay to attract attacks http://t.co/7XBrTqSmdq,0
2202,There needs to be an emoji with war paint/football make up on. @apple @emojimakers for fangirls everywhere.,0
2203,@daulfn @AppleUK_ @Apple It's what most of our devs do,0
2204,#AAPL:12 Unexpected Stocks Bringing Buffett and Fellow Billionaires Holiday ...http://t.co/QSxQQPAg2q,0
2205,"#UBS #Increases @Apple [#Apple]'s #iPhone6 Sales, #Revenue And EPS. (#Friday, 5 #December) http://t.co/yEPG0Urogc",0
2207,@Apple admits deleting rival music store tracks from iPods | Apple | http://t.co/DPH21dL8K3 http://t.co/GEAgJUuRSO,-1
2208,"Is it just me, who feels #Yosemite eats more battery &amp; Resource than #Mavericks?  @Apple are you reading this?",-1
2210,@apple u used to b cool what happened,-1
2211,IT &amp; marketing systems @AmericanExpress cause headaches as card holders with @Apple Pay are being opted in for promotions without permission,-1
